0,0 20160707192242
0,0 20160420094018
1,1 20160625200155
1,1 20160121070816
8,3 20160615145841
3,0 20160807084535
3,3 200832410598
1,1 20160113184255
7,3 1379301830
0,0 20161123135608
0,0 20161016114907
8,8 20160920224619
3,0 20160429080416
4,4 20161111173851
4,4 20161214072903
8,8 20161019150229
0,0 20160630085635
4,0 20160409005601
7,3 1412050169
1,4 20160108173419
0,0 20160721172219
